base_torque,imu_pitch,imu_roll,offset_front,offset_rear,omega_body,omega_rel,theta_body,theta_front,theta_rear,theta_rel,timestamp,type,u_front,u_rear
,0.001581084556925233,-0.009233225048256563,,,0.0034848560603760303,-105.928784014911,0.004219504626268756,-1.8932657058471913,-1.8989940224758177,-1.8961298641615045,2.0066230297088623,state,,
-0.5,,,-0.6093797911937526,-0.6093797911937526,,,,,,,2.00663161277771,control,-0.25,-0.25
,-0.006553502582114863,0.00046381435503188107,,,-0.002498750589068362,-109.58989419775585,0.0039873584661827026,-2.51179216451936,-2.492903262341973,-2.502347713430667,2.0118021965026855,state,,
-0.5,,,-0.6271921953698776,-0.6271921953698776,,,,,,,2.0118114948272705,control,-0.24999999999999778,-0.2500000000000022
,-0.0038885996320193773,0.00742432330244452,,,-0.009557566713735215,-113.24456989129513,0.0038575445982775925,-3.128073109008761,-3.1253999571704396,-3.1267365330896,2.0169317722320557,state,,
-0.5,,,-0.64464835146248,-0.64464835146248,,,,,,,2.0169410705566406,control,-0.25,-0.25
,0.006579874563968207,-0.002988453802917273,,,-0.01543751867138548,-116.81150674386605,0.003604299662607353,-3.761366631633252,-3.7737606283412712,-3.7675636299872615,2.0221219062805176,state,,
-0.5,,,-0.6617553844332305,-0.6617553844332305,,,,,,,2.0221309661865234,control,-0.2500000000000022,-0.24999999999999778
,0.003352501439109695,0.009068692867865264,,,-0.019145015989853603,-120.32582483132462,0.003571760331542326,-4.432485402871092,-4.417764324459935,-4.425124863665514,2.0273237228393555,state,,
0.0052473574815250805,,,-0.6476457171643116,-0.6476457171643116,,,,,,,2.0273327827453613,control,0.0026236787407625402,0.0026236787407625402
,0.003512581277479633,0.0042941759334735674,,,-0.02828401311249807,-122.95551526612395,0.003322903086570848,-5.070652504063948,-5.092858022228277,-5.081755263146112,2.032510280609131,state,,
0.5,,,-0.6046928028210253,-0.6046928028210253,,,,,,,2.032519817352295,control,0.25,0.25
,-0.004097226257808214,0.00028912411615556095,,,-0.030175551816222206,-122.07647381415961,0.003051898215896067,-5.677323471345433,-5.678971034635826,-5.67814725299063,2.037754535675049,state,,
0.5,,,-0.5625989467646048,-0.5625989467646048,,,,,,,2.037766933441162,control,0.25000000000000444,0.24999999999999556
,-0.004385690052465737,-0.008738606972195756,,,-0.040351408855440085,-120.3822666274974,0.002437456289226711,-6.247860859789553,-6.258328022790862,-6.253094441290207,2.0427818298339844,state,,
0.5,,,-0.5213469678293127,-0.5213469678293127,,,,,,,2.042790651321411,control,0.24999999999999556,0.25000000000000444
,0.005214515564749028,-5.022181981234697e-05,,,-0.04692013176238369,-116.25422677639332,0.0020920253942010676,-6.760263668974733,-6.777067891852907,-6.768665780413819,2.0478827953338623,state,,
0.5,,,-0.4809200284727264,-0.4809200284727264,,,,,,,2.04789137840271,control,0.24999999999999556,0.25000000000000444
,-0.008904578828414007,0.004544960162540058,,,-0.05186378703565871,-111.39610680898272,0.0017350820727151932,-7.254051360588287,-7.242602506939812,-7.24832693376405,2.0529913902282715,state,,
0.5,,,-0.4413016279032719,-0.4413016279032719,,,,,,,2.053001642227173,control,0.25000000000000444,0.24999999999999556
,-0.0032968081144492123,-0.009044042325145938,,,-0.06001480390269614,-105.22234504586382,0.0010846238586433724,-7.665663015819589,-7.686697361752727,-7.676180188786158,2.0583417415618896,state,,
0.5,,,-0.4024755953452064,-0.4024755953452064,,,,,,,2.0583510398864746,control,0.25,0.25
,0.005817862420830237,-0.00016479733096220168,,,-0.06607962214398352,-100.06759496265204,0.000682581537471554,-8.105004227218679,-8.083951308750855,-8.094477767984767,2.063455104827881,state,,
0.5,,,-0.3644260834383023,-0.3644260834383023,,,,,,,2.063465118408203,control,0.25,0.25
